"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","BSS Id","SSID","Info"
"1947","11.603686","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=82, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1948","11.607278","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4069, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1962","11.706099","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=83, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1963","11.709695","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4070, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1979","11.808517","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=84, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1980","11.812081","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4071, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1991","11.910951","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=85, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1992","11.914483","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4072, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2003","12.013701","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=86, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2004","12.017292","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4073, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2018","12.116092","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=87, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2019","12.119707","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4074, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2030","12.218114","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=88, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2031","12.221700","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4075, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2042","12.320591","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=89, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2043","12.324174","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4076, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2055","12.422854","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=90, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2056","12.426476","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4077, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2071","12.525279","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=91, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2072","12.529155","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4078, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2086","12.627677","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=92, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2087","12.631295","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4079, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2099","12.730091","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=93, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2100","12.733699","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4080, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2119","12.832446","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=94, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2120","12.836060","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4081, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2137","12.934944","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=95, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2138","12.938550","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4082, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2152","13.037338","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=96, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2153","13.040946","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4083, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2187","13.242083","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=98, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2188","13.245683","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4085, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2216","13.344466","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=99, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2217","13.348062","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4086, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2262","13.446863","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=100, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2263","13.450515","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4087, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2284","13.549286","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=101, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2285","13.552875","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4088, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2309","13.651660","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=102, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2310","13.655270","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4089, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2329","13.754071","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=103, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2330","13.757695","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4090, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2348","13.856458","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=104, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2349","13.860064","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4091, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2371","13.963010","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4092, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2391","14.061272","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=106, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2392","14.064899","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4093, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2408","14.163695","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=107, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2409","14.167300","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4094, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2428","14.266000","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=108, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2429","14.269676","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4095, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2449","14.368447","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=109, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2450","14.372074","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=0, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2486","14.573472","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=111, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2487","14.577071","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=2, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2504","14.675657","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=112, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2505","14.679270","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=3, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2519","14.778046","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=113, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2520","14.781661","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2530","14.880451","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=114, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2531","14.884059","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=5, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2542","14.986417","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=115, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2543","14.986452","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=6, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2554","15.085298","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=116, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2555","15.088889","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=7, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2566","15.187677","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=117, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2567","15.191275","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=8, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2580","15.290129","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=118, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2581","15.293673","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=9, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2595","15.392467","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=119, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2596","15.396061","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=10, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2610","15.494876","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=120, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2611","15.498482","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=11, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2628","15.597304","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=121, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2629","15.600863","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=12, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2656","15.699653","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=122, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2657","15.703254","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=13, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2673","15.802085","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=123, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2674","15.805646","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=14, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2693","15.904438","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=124, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2694","15.908048","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=15, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2709","16.006849","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=125, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2710","16.010455","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=16, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2727","16.109279","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=126, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2728","16.112846","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=17, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2744","16.211815","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=127, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2745","16.215418","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=18, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2761","16.314059","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=128, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2762","16.317701","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=19, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2782","16.416445","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=129, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2783","16.420003","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=20, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2799","16.518877","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=130, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2800","16.522492","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=21, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2819","16.621936","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=131, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2820","16.625560","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=22, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2834","16.723669","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=132, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2835","16.727259","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=23, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2847","16.826074","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=133, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2848","16.829667","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=24, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2859","16.931251","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=134, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2860","16.934870","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=25, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2875","17.030854","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=135, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2876","17.034508","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=26, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2889","17.133264","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=136, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2890","17.136835","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=27, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2905","17.235703","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=137, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2906","17.239320","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=28, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2927","17.338047","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=138, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2928","17.341638","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=29, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2941","17.440455","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=139, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
